APN,APN_SORT,YearBuilt,SitusStreetNumber,SitusStreetName,SitusUnit,SitusCity,SitusZip,SitusAddress,MailingAddress,line_1,line_2,city,state,postal
34-2275-41,034 227504100,1910,1238,53RD AVE,,OAKLAND,94601,1238 53RD AVE OAKLAND 94601,1238 53RD AVE OAKLAND CA 94601,1238 53RD AVE,,OAKLAND,CA,94601
34-2275-5-1,034 227500501,0,5311,INTERNATIONAL BLVD,,OAKLAND,94601,5311 INTERNATIONAL BLVD OAKLAND 94601,2437 24TH AVE OAKLAND CA 94601,5311 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2275-51,034 227505100,1906,1332,53RD AVE,,OAKLAND,94601,1332 53RD AVE OAKLAND 94601,297 HALE ST SAN FRANCISCO CA 94134,1332 53RD AVE,,OAKLAND,CA,94601
34-2275-45,034 227504500,1910,1250,53RD AVE,,OAKLAND,94601,1250 53RD AVE OAKLAND 94601,1250 53RD AVE OAKLAND CA 94601,1250 53RD AVE,,OAKLAND,CA,94601
34-2275-42,034 227504200,1912,1240,53RD AVE,,OAKLAND,94601,1240 53RD AVE OAKLAND 94601,1240 53RD AVE OAKLAND CA 94601,1240 53RD AVE,,OAKLAND,CA,94601
34-2275-55,034 227505500,1966,1350,53RD AVE,,OAKLAND,94601,1350 53RD AVE OAKLAND 94601,2094 HARRINGTON AVE OAKLAND CA 94601,1350 53RD AVE,,OAKLAND,CA,94601
34-2275-54,034 227505400,1906,1346,53RD AVE,,OAKLAND,94601,1346 53RD AVE OAKLAND 94601,1584 BUENA VISTA AVE ALAMEDA CA 94501,1346 53RD AVE,,OAKLAND,CA,94601
34-2275-30,034 227503000,1926,1215,54TH AVE,,OAKLAND,94601,1215 54TH AVE OAKLAND 94601,1215 54TH AVE OAKLAND CA 94601,1215 54TH AVE,,OAKLAND,CA,94601
34-2275-9,034 227500900,1918,1373,54TH AVE,,OAKLAND,94601,1373 54TH AVE OAKLAND 94601,9109 B ST OAKLAND CA 94603,1373 54TH AVE,,OAKLAND,CA,94601
34-2275-49,034 227504900,1906,1320,53RD AVE,,OAKLAND,94601,1320 53RD AVE OAKLAND 94601,1320 53RD AVE OAKLAND CA 94601,1320 53RD AVE,,OAKLAND,CA,94601
34-2275-25,034 227502500,1918,1295,54TH AVE,,OAKLAND,94601,1295 54TH AVE OAKLAND 94601,3556 54TH AVE OAKLAND CA 94605,1295 54TH AVE,,OAKLAND,CA,94601
34-2275-26,034 227502600,1919,1289,54TH AVE,,OAKLAND,94601,1289 54TH AVE OAKLAND 94601,1289 54TH AVE OAKLAND CA 94601,1289 54TH AVE,,OAKLAND,CA,94601
34-2275-40,034 227504000,1917,1234,53RD AVE,,OAKLAND,94601,1234 53RD AVE OAKLAND 94601,1234 53RD AVE OAKLAND CA 94601,1234 53RD AVE,,OAKLAND,CA,94601
34-2275-29,034 227502900,1912,1219,54TH AVE,,OAKLAND,94601,1219 54TH AVE OAKLAND 94601,1015 54TH AVE OAKLAND CA 94601,1219 54TH AVE,,OAKLAND,CA,94601
34-2275-57,034 227505700,0,1362,53RD AVE,,OAKLAND,94601,1362 53RD AVE OAKLAND 94601,1362 53RD AVE OAKLAND CA 94601,1362 53RD AVE,,OAKLAND,CA,94601
34-2275-6,034 227500600,1919,5325,INTERNATIONAL BLVD,,OAKLAND,94601,5325 INTERNATIONAL BLVD OAKLAND 94601,3517 FELLER AVE SAN JOSE CA 95127,5325 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2275-7,034 227500700,0,5327,INTERNATIONAL BLVD,,OAKLAND,94601,5327 INTERNATIONAL BLVD OAKLAND 94601,3517 FELLER AVE SAN JOSE CA 95127,5327 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2275-16,034 227501600,1918,1329,54TH AVE,,OAKLAND,94601,1329 54TH AVE OAKLAND 94601,1329 54TH AVE OAKLAND CA 94601,1329 54TH AVE,,OAKLAND,CA,94601
34-2275-36,034 227503600,1913,1216,53RD AVE,,OAKLAND,94601,1216 53RD AVE OAKLAND 94601,1216 53RD AVE OAKLAND CA 94601,1216 53RD AVE,,OAKLAND,CA,94601
34-2275-2,034 227500200,0,5307,INTERNATIONAL BLVD,,OAKLAND,94601,5307 INTERNATIONAL BLVD OAKLAND 94601,14277 MARACAIBO RD SAN LEANDRO CA 94577,5307 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2275-23,034 227502300,1918,1301,54TH AVE,,OAKLAND,94601,1301 54TH AVE OAKLAND 94601,1301 54TH AVE OAKLAND CA 94601,1301 54TH AVE,,OAKLAND,CA,94601
34-2275-48,034 227504800,1906,1312,53RD AVE,,OAKLAND,94601,1312 53RD AVE OAKLAND 94601,1312 53RD AVE OAKLAND CA 94601,1312 53RD AVE,,OAKLAND,CA,94601
34-2275-27,034 227502700,1919,1229,54TH AVE,,OAKLAND,94601,1229 54TH AVE OAKLAND 94601,5326 E 10TH ST OAKLAND CA 94601,1229 54TH AVE,,OAKLAND,CA,94601
34-2275-37,034 227503700,1905,1222,53RD AVE,,OAKLAND,94601,1222 53RD AVE OAKLAND 94601,1034 103RD AVE OAKLAND CA 94603,1222 53RD AVE,,OAKLAND,CA,94601
34-2275-39,034 227503900,1915,1230,53RD AVE,,OAKLAND,94601,1230 53RD AVE OAKLAND 94601,1230 53RD AVE OAKLAND CA 94601,1230 53RD AVE,,OAKLAND,CA,94601
34-2275-43,034 227504300,1912,1242,53RD AVE,,OAKLAND,94601,1242 53RD AVE OAKLAND 94601,727 ROSAL AVE OAKLAND CA 94610,1242 53RD AVE,,OAKLAND,CA,94601
34-2275-14,034 227501400,1918,1343,54TH AVE,,OAKLAND,94601,1343 54TH AVE OAKLAND 94601,1343 54TH AVE OAKLAND CA 94601,1343 54TH AVE,,OAKLAND,CA,94601
34-2275-38,034 227503800,1905,1226,53RD AVE,,OAKLAND,94601,1226 53RD AVE OAKLAND 94601,1226 53RD AVE OAKLAND CA 94601,1226 53RD AVE,,OAKLAND,CA,94601
34-2275-24,034 227502400,1918,1299,54TH AVE,,OAKLAND,94601,1299 54TH AVE OAKLAND 94601,1299 54TH AVE OAKLAND CA 94601,1299 54TH AVE,,OAKLAND,CA,94601
34-2275-19,034 227501900,1918,1317,54TH AVE,,OAKLAND,94601,1317 54TH AVE OAKLAND 94601,1317 54TH AVE OAKLAND CA 94601,1317 54TH AVE,,OAKLAND,CA,94601
34-2275-28,034 227502800,1912,1225,54TH AVE,,OAKLAND,94601,1225 54TH AVE OAKLAND 94601,1225 54TH AVE OAKLAND CA 94601,1225 54TH AVE,,OAKLAND,CA,94601
34-2275-22,034 227502200,1918,1305,54TH AVE,,OAKLAND,94601,1305 54TH AVE OAKLAND 94601,1305 54TH AVE OAKLAND CA 94601,1305 54TH AVE,,OAKLAND,CA,94601
34-2274-25-1,034 227402501,0,5200,E 12TH ST,,OAKLAND,94601,5200 E 12TH ST OAKLAND 94601,20118 AUSTIN LN CASTRO VALLEY CA 94546,5200 E 12TH ST,,OAKLAND,CA,94601
34-2274-8,034 227400800,1906,1345,53RD AVE,,OAKLAND,94601,1345 53RD AVE OAKLAND 94601,1345 53RD AVE OAKLAND CA 94601,1345 53RD AVE,,OAKLAND,CA,94601
34-2274-23-1,034 227402301,1918,5232,E 12TH ST,,OAKLAND,94601,5232 E 12TH ST OAKLAND 94601,4245 FOXFORD WAY DUBLIN CA 94568,5232 E 12TH ST,,OAKLAND,CA,94601
34-2274-9,034 227400900,1991,1341,53RD AVE,,OAKLAND,94601,1341 53RD AVE OAKLAND 94601,3577 FRUITVALE AVE OAKLAND CA 94602,1341 53RD AVE,,OAKLAND,CA,94601
34-2274-3,034 227400300,0,5213,INTERNATIONAL BLVD,,OAKLAND,94601,5213 INTERNATIONAL BLVD OAKLAND 94601,4849 E 12TH ST OAKLAND CA 94601,5213 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2274-29,034 227402900,1906,1226,52ND AVE,,OAKLAND,94601,1226 52ND AVE OAKLAND 94601,20118 AUSTIN LN CASTRO VALLEY CA 94546,1226 52ND AVE,,OAKLAND,CA,94601
34-2274-21,034 227402100,1918,1205,53RD AVE,,OAKLAND,94601,1205 53RD AVE OAKLAND 94601,39 SARGENT ST SAN FRANCISCO CA 94132,1205 53RD AVE,,OAKLAND,CA,94601
34-2274-34,034 227403400,1907,1368,52ND AVE,,OAKLAND,94601,1368 52ND AVE OAKLAND 94601,1368 52ND AVE OAKLAND CA 94601,1368 52ND AVE,,OAKLAND,CA,94601
34-2274-30,034 227403000,1905,1232,52ND AVE,,OAKLAND,94601,1232 52ND AVE OAKLAND 94601,20026 AUSTIN LN CASTRO VALLEY CA 94546,1232 52ND AVE,,OAKLAND,CA,94601
34-2274-10,034 227401000,1993,1337,53RD AVE,,OAKLAND,94601,1337 53RD AVE OAKLAND 94601,3577 FRUITVALE AVE OAKLAND CA 94602,1337 53RD AVE,,OAKLAND,CA,94601
34-2274-1-1,034 227400101,0,5201,INTERNATIONAL BLVD,,OAKLAND,94601,5201 INTERNATIONAL BLVD OAKLAND 94601,20274 MARSHALL ST CASTRO VALLEY CA 94546,5201 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2274-4,034 227400400,0,5227,INTERNATIONAL BLVD,,OAKLAND,94601,5227 INTERNATIONAL BLVD OAKLAND 94601,5227 INTERNATIONAL BLVD OAKLAND CA 94601,5227 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2274-20,034 227402000,0,1211,53RD AVE,,OAKLAND,94601,1211 53RD AVE OAKLAND 94601,555 WARWICK AVE SAN LEANDRO CA 94577,1211 53RD AVE,,OAKLAND,CA,94601
34-2274-5,034 227400500,1925,1395,53RD AVE,,OAKLAND,94601,1395 53RD AVE OAKLAND 94601,14277 MARACAIBO RD SAN LEANDRO CA 94577,1395 53RD AVE,,OAKLAND,CA,94601
34-2274-27,034 227402700,1910,1210,52ND AVE,,OAKLAND,94601,1210 52ND AVE OAKLAND 94601,20118 AUSTIN LN CASTRO VALLEY CA 94546,1210 52ND AVE,,OAKLAND,CA,94601
34-2274-33,034 227403300,1910,1364,52ND AVE,,OAKLAND,94601,1364 52ND AVE OAKLAND 94601,1689 GRAND AVE PIEDMONT CA 94611,1364 52ND AVE,,OAKLAND,CA,94601
34-2274-11-1,034 227401101,0,1310,52ND AVE,,OAKLAND,94601,1310 52ND AVE OAKLAND 94601,1025 2ND AVE 316 OAKLAND CA 94606,1310 52ND AVE,,OAKLAND,CA,94601
34-2274-24,034 227402400,0,5214,E 12TH ST,,OAKLAND,94601,5214 E 12TH ST OAKLAND 94601,10521 PEBBLE BEACH DR OAKLAND CA 94605,5214 E 12TH ST,,OAKLAND,CA,94601
34-2274-23-2,034 227402302,0,5230,E 12TH ST,,OAKLAND,94601,5230 E 12TH ST OAKLAND 94601,5230 E 12TH ST OAKLAND CA 94601,5230 E 12TH ST,,OAKLAND,CA,94601
34-2274-16,034 227401600,1905,1227,53RD AVE,,OAKLAND,94601,1227 53RD AVE OAKLAND 94601,2055 LINCOLN AVE ALAMEDA CA 94501,1227 53RD AVE,,OAKLAND,CA,94601
34-2274-17,034 227401700,1906,1223,53RD AVE,,OAKLAND,94601,1223 53RD AVE OAKLAND 94601,1223 53RD AVE OAKLAND CA 94601,1223 53RD AVE,,OAKLAND,CA,94601
34-2274-15,034 227401500,1906,1231,53RD AVE,,OAKLAND,94601,1231 53RD AVE OAKLAND 94601,1231 53RD AVE OAKLAND CA 94601,1231 53RD AVE,,OAKLAND,CA,94601
34-2274-22,034 227402200,1918,1201,53RD AVE,,OAKLAND,94601,1201 53RD AVE OAKLAND 94601,1201 53RD AVE OAKLAND CA 94601,1201 53RD AVE,,OAKLAND,CA,94601
34-2274-28,034 227402800,0,1220,52ND AVE,,OAKLAND,94601,1220 52ND AVE OAKLAND 94601,20118 AUSTIN LN CASTRO VALLEY CA 94546,1220 52ND AVE,,OAKLAND,CA,94601
34-2274-18,034 227401800,1990,1219,53RD AVE,,OAKLAND,94601,1219 53RD AVE OAKLAND 94601,1219 53RD AVE OAKLAND CA 94601,1219 53RD AVE,,OAKLAND,CA,94601
34-2274-35,034 227403500,1908,1374,52ND AVE,,OAKLAND,94601,1374 52ND AVE OAKLAND 94601,1374 52ND AVE OAKLAND CA 94601,1374 52ND AVE,,OAKLAND,CA,94601
34-2274-19,034 227401900,1908,1215,53RD AVE,,OAKLAND,94601,1215 53RD AVE OAKLAND 94601,555 WARWICK AVE SAN LEANDRO CA 94577,1215 53RD AVE,,OAKLAND,CA,94601
34-2274-6,034 227400600,1906,1349,53RD AVE,,OAKLAND,94601,1349 53RD AVE OAKLAND 94601,1349 53RD AVE OAKLAND CA 94601,1349 53RD AVE,,OAKLAND,CA,94601
34-2273-12,034 227301200,1994,1329,52ND AVE,,OAKLAND,94601,1329 52ND AVE OAKLAND 94601,1329 52ND AVE OAKLAND CA 94601,1329 52ND AVE,,OAKLAND,CA,94601
34-2273-21,034 227302100,1906,1243,52ND AVE,,OAKLAND,94601,1243 52ND AVE OAKLAND 94601,1901 103RD AVE OAKLAND CA 94603,1243 52ND AVE,,OAKLAND,CA,94601
34-2273-3,034 227300300,0,5107,INTERNATIONAL BLVD,,OAKLAND,94601,5107 INTERNATIONAL BLVD OAKLAND 94601,20118 AUSTIN LN CASTRO VALLEY CA 94546,5107 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2273-42,034 227304200,1929,1308,51ST AVE,,OAKLAND,94601,1308 51ST AVE OAKLAND 94601,P O BOX 2072 CASTRO VALLEY CA 94546,1308 51ST AVE,,OAKLAND,CA,94601
34-2273-14,034 227301400,1902,1319,52ND AVE,,OAKLAND,94601,1319 52ND AVE OAKLAND 94601,1319 52ND AVE OAKLAND CA 94601,1319 52ND AVE,,OAKLAND,CA,94601
34-2273-27,034 227302700,1916,1217,52ND AVE,,OAKLAND,94601,1217 52ND AVE OAKLAND 94601,3320 COLUMBIAN DR OAKLAND CA 94605,1217 52ND AVE,,OAKLAND,CA,94601
34-2273-26,034 227302600,0,1225,52ND AVE,,OAKLAND,94601,1225 52ND AVE OAKLAND 94601,2300 MAYWOOD AVE OAKLAND CA 94605,1225 52ND AVE,,OAKLAND,CA,94601
34-2273-44,034 227304400,1915,1324,51ST AVE,,OAKLAND,94601,1324 51ST AVE OAKLAND 94601,1324 51ST AVE OAKLAND CA 94601,1324 51ST AVE,,OAKLAND,CA,94601
34-2273-25,034 227302500,1912,1227,52ND AVE,,OAKLAND,94601,1227 52ND AVE OAKLAND 94601,16829 PRESIDENT DR SAN LEANDRO CA 94578,1227 52ND AVE,,OAKLAND,CA,94601
34-2273-24,034 227302400,1918,1231,52ND AVE,,OAKLAND,94601,1231 52ND AVE OAKLAND 94601,16829 PRESIDENT DR SAN LEANDRO CA 94578,1231 52ND AVE,,OAKLAND,CA,94601
34-2273-43,034 227304300,1927,1314,51ST AVE,,OAKLAND,94601,1314 51ST AVE OAKLAND 94601,1314 51ST AVE OAKLAND CA 94601,1314 51ST AVE,,OAKLAND,CA,94601
34-2273-15,034 227301500,1920,1315,52ND AVE,,OAKLAND,94601,1315 52ND AVE OAKLAND 94601,4877 ESSEX WAY FREMONT CA 94538,1315 52ND AVE,,OAKLAND,CA,94601
34-2273-48,034 227304800,1926,1342,51ST AVE,,OAKLAND,94601,1342 51ST AVE OAKLAND 94601,1342 51ST AVE OAKLAND CA 94601,1342 51ST AVE,,OAKLAND,CA,94601
34-2273-16-1,034 227301601,1910,1309,52ND AVE,,OAKLAND,94601,1309 52ND AVE OAKLAND 94601,1309 52ND AVE OAKLAND CA 94601,1309 52ND AVE,,OAKLAND,CA,94601
34-2273-34,034 227303400,1926,1224,51ST AVE,,OAKLAND,94601,1224 51ST AVE OAKLAND 94601,16829 PRESIDENT DR SAN LEANDRO CA 94578,1224 51ST AVE,,OAKLAND,CA,94601
34-2273-13,034 227301300,1905,1325,52ND AVE,,OAKLAND,94601,1325 52ND AVE OAKLAND 94601,1325 52ND AVE OAKLAND CA 94601,1325 52ND AVE,,OAKLAND,CA,94601
34-2273-7,034 227300700,0,1363,52ND AVE,,OAKLAND,94601,1363 52ND AVE OAKLAND 94601,2712 OTIS DR ALAMEDA CA 94501,1363 52ND AVE,,OAKLAND,CA,94601
34-2273-32,034 227303200,1900,1212,51ST AVE,,OAKLAND,94601,1212 51ST AVE OAKLAND 94601,1212 51ST AVE OAKLAND CA 94601,1212 51ST AVE,,OAKLAND,CA,94601
34-2273-36,034 227303600,1925,1228,51ST AVE,,OAKLAND,94601,1228 51ST AVE OAKLAND 94601,18824 HUBER DR CASTRO VALLEY CA 94546,1228 51ST AVE,,OAKLAND,CA,94601
34-2273-11,034 227301100,1908,1339,52ND AVE,,OAKLAND,94601,1339 52ND AVE OAKLAND 94601,1857 38TH AVE OAKLAND CA 94601,1339 52ND AVE,,OAKLAND,CA,94601
34-2273-8,034 227300800,1914,1357,52ND AVE,,OAKLAND,94601,1357 52ND AVE OAKLAND 94601,20026 AUSTIN LN CASTRO VALLEY CA 94546,1357 52ND AVE,,OAKLAND,CA,94601
34-2273-30-2,034 227303002,0,5116,E 12TH ST,,OAKLAND,94601,5116 E 12TH ST OAKLAND 94601,20026 AUSTIN LN CASTRO VALLEY CA 94546,5116 E 12TH ST,,OAKLAND,CA,94601
34-2273-22-1,034 227302201,1920,1233,52ND AVE,,OAKLAND,94601,1233 52ND AVE OAKLAND 94601,338 LESTER AVE OAKLAND CA 94606,1233 52ND AVE,,OAKLAND,CA,94601
34-2273-31-1,034 227303101,1920,1206,51ST AVE,,OAKLAND,94601,1206 51ST AVE OAKLAND 94601,312 COURT ST ALAMEDA CA 94501,1206 51ST AVE,,OAKLAND,CA,94601
34-2273-46,034 227304600,1952,1332,51ST AVE,,OAKLAND,94601,1332 51ST AVE OAKLAND 94601,25169 MOHR DR HAYWARD CA 94545,1332 51ST AVE,,OAKLAND,CA,94601
34-2273-38-1,034 227303801,0,1240,51ST AVE,,OAKLAND,94601,1240 51ST AVE OAKLAND 94601,PO BOX 14663 OAKLAND CA 94614,1240 51ST AVE,,OAKLAND,CA,94601
34-2273-45,034 227304500,1922,1328,51ST AVE,,OAKLAND,94601,1328 51ST AVE OAKLAND 94601,1328 51ST AVE OAKLAND CA 94601,1328 51ST AVE,,OAKLAND,CA,94601
34-2273-9,034 227300900,1910,1353,52ND AVE,,OAKLAND,94601,1353 52ND AVE OAKLAND 94601,2633 CLEMENT ST SAN FRANCISCO CA 94121,1353 52ND AVE,,OAKLAND,CA,94601
34-2273-19,034 227301900,1983,1253,52ND AVE,,OAKLAND,94601,1253 52ND AVE OAKLAND 94601,17439 MEEKLAND AVE HAYWARD CA 94541,1253 52ND AVE,,OAKLAND,CA,94601
34-2273-2-1,034 227300201,0,5103,INTERNATIONAL BLVD,,OAKLAND,94601,5103 INTERNATIONAL BLVD OAKLAND 94601,47724 AVALON HEIGHTS TER FREMONT CA 94539,5103 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2273-17-1,034 227301701,1920,1301,52ND AVE,,OAKLAND,94601,1301 52ND AVE OAKLAND 94601,200 DE FREMERY DR BRENTWOOD CA 94513,1301 52ND AVE,,OAKLAND,CA,94601
34-2273-47,034 227304700,1928,1338,51ST AVE,,OAKLAND,94601,1338 51ST AVE OAKLAND 94601,875 LASUEN DR SAN LEANDRO CA 94578,1338 51ST AVE,,OAKLAND,CA,94601
34-2273-39,034 227303900,1905,1244,51ST AVE,,OAKLAND,94601,1244 51ST AVE OAKLAND 94601,1244 51ST AVE OAKLAND CA 94601,1244 51ST AVE,,OAKLAND,CA,94601
34-2273-30-1,034 227303001,1912,1202,51ST AVE,,OAKLAND,94601,1202 51ST AVE OAKLAND 94601,1202 51ST AVE OAKLAND CA 94601,1202 51ST AVE,,OAKLAND,CA,94601
34-2273-20,034 227302000,1909,1247,52ND AVE,,OAKLAND,94601,1247 52ND AVE OAKLAND 94601,1901 103RD AVE OAKLAND CA 94603,1247 52ND AVE,,OAKLAND,CA,94601
34-2273-33,034 227303300,1909,1220,51ST AVE,,OAKLAND,94601,1220 51ST AVE OAKLAND 94601,338 LESTER AVE OAKLAND CA 94606,1220 51ST AVE,,OAKLAND,CA,94601
34-2273-41,034 227304100,1964,1300,51ST AVE,,OAKLAND,94601,1300 51ST AVE OAKLAND 94601,1543 LINCOLN LN ALAMEDA CA 94501,1300 51ST AVE,,OAKLAND,CA,94601
34-2273-4,034 227300400,0,5123,INTERNATIONAL BLVD,,OAKLAND,94601,5123 INTERNATIONAL BLVD OAKLAND 94601,PO BOX 10557 OAKLAND CA 94610,5123 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2273-40,034 227304000,1903,1250,51ST AVE,,OAKLAND,94601,1250 51ST AVE OAKLAND 94601,1250 51ST AVE OAKLAND CA 94601,1250 51ST AVE,,OAKLAND,CA,94601
34-2273-35,034 227303500,1920,1226,51ST AVE,,OAKLAND,94601,1226 51ST AVE OAKLAND 94601,16829 PRESIDENT DR SAN LEANDRO CA 94578,1226 51ST AVE,,OAKLAND,CA,94601
34-2273-10,034 227301000,1910,1351,52ND AVE,,OAKLAND,94601,1351 52ND AVE OAKLAND 94601,1351 52ND AVE OAKLAND CA 94601,1351 52ND AVE,,OAKLAND,CA,94601
34-2273-5-4,034 227300504,0,5133,INTERNATIONAL BLVD,,OAKLAND,94601,5133 INTERNATIONAL BLVD OAKLAND 94601,2712 OTIS DR ALAMEDA CA 94501,5133 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2273-29-1,034 227302901,0,1201,52ND AVE,,OAKLAND,94601,1201 52ND AVE OAKLAND 94601,20118 AUSTIN LN CASTRO VALLEY CA 94546,1201 52ND AVE,,OAKLAND,CA,94601
34-2273-18,034 227301800,1917,1259,52ND AVE,,OAKLAND,94601,1259 52ND AVE OAKLAND 94601,2255 ROMEY LN HAYWARD CA 94541,1259 52ND AVE,,OAKLAND,CA,94601
34-2272-16,034 227201600,1918,1239,51ST AVE,,OAKLAND,94601,1239 51ST AVE OAKLAND 94601,1239 51ST AVE OAKLAND CA 94601,1239 51ST AVE,,OAKLAND,CA,94601
34-2272-5,034 227200500,0,5035,INTERNATIONAL BLVD,,OAKLAND,94601,5035 INTERNATIONAL BLVD OAKLAND 94601,2482 40TH AVE SAN FRANCISCO CA 94116,5035 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2272-12,034 227201200,1905,1301,51ST AVE,,OAKLAND,94601,1301 51ST AVE OAKLAND 94601,1301 51ST AVE OAKLAND CA 94601,1301 51ST AVE,,OAKLAND,CA,94601
34-2272-23-1,034 227202301,1910,1201,51ST AVE,,OAKLAND,94601,1201 51ST AVE OAKLAND 94601,16829 PRESIDENT DR SAN LEANDRO CA 94578,1201 51ST AVE,,OAKLAND,CA,94601
34-2272-24,034 227202400,1920,1210,50TH AVE,,OAKLAND,94601,1210 50TH AVE OAKLAND 94601,614 EISENHOWER DR FREDERICK MD 21703,1210 50TH AVE,,OAKLAND,CA,94601
34-2272-3,034 227200300,0,5021,INTERNATIONAL BLVD,,OAKLAND,94601,5021 INTERNATIONAL BLVD OAKLAND 94601,1524 COURT ST ALAMEDA CA 94501,5021 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2272-30,034 227203000,1908,1242,50TH AVE,,OAKLAND,94601,1242 50TH AVE OAKLAND 94601,3027 BARKLEY DR RICHMOND CA 94806,1242 50TH AVE,,OAKLAND,CA,94601
34-2272-9,034 227200900,1918,1323,51ST AVE,,OAKLAND,94601,1323 51ST AVE OAKLAND 94601,1323 51ST AVE OAKLAND CA 94601,1323 51ST AVE,,OAKLAND,CA,94601
34-2272-36,034 227203600,1914,1324,50TH AVE,,OAKLAND,94601,1324 50TH AVE OAKLAND 94601,1324 50TH AVE OAKLAND CA 94601,1324 50TH AVE,,OAKLAND,CA,94601
34-2272-13,034 227201300,1908,1251,51ST AVE,,OAKLAND,94601,1251 51ST AVE OAKLAND 94601,16829 PRESIDENT DR SAN LEANDRO CA 94578,1251 51ST AVE,,OAKLAND,CA,94601
34-2272-27,034 227202700,1910,1230,50TH AVE,,OAKLAND,94601,1230 50TH AVE OAKLAND 94601,1937 102ND AVE OAKLAND CA 94603,1230 50TH AVE,,OAKLAND,CA,94601
34-2272-33,034 227203300,1908,1300,50TH AVE,,OAKLAND,94601,1300 50TH AVE OAKLAND 94601,12 E 2ND ST PMB 25015 CALEXICO CA 92231,1300 50TH AVE,,OAKLAND,CA,94601
34-2272-11,034 227201100,1910,1315,51ST AVE,,OAKLAND,94601,1315 51ST AVE OAKLAND 94601,1315 51ST AVE OAKLAND CA 94601,1315 51ST AVE,,OAKLAND,CA,94601
34-2272-35,034 227203500,1927,1316,50TH AVE,,OAKLAND,94601,1316 50TH AVE OAKLAND 94601,1316 50TH AVE OAKLAND CA 94601,1316 50TH AVE,,OAKLAND,CA,94601
34-2272-32,034 227203200,2017,1256,50TH AVE,,OAKLAND,94601,1256 50TH AVE OAKLAND 94601,44868 FREMONT BLVD 301 FREMONT CA 94538,1256 50TH AVE,,OAKLAND,CA,94601
34-2272-18,034 227201800,1908,1231,51ST AVE,,OAKLAND,94601,1231 51ST AVE OAKLAND 94601,5215 COLE ST OAKLAND CA 94601,1231 51ST AVE,,OAKLAND,CA,94601
34-2272-34,034 227203400,1907,1308,50TH AVE,,OAKLAND,94601,1308 50TH AVE OAKLAND 94601,1308 50TH AVE OAKLAND CA 94601,1308 50TH AVE,,OAKLAND,CA,94601
34-2272-31,034 227203100,1912,1248,50TH AVE,,OAKLAND,94601,1248 50TH AVE OAKLAND 94601,1248 50TH AVE OAKLAND CA 94601,1248 50TH AVE,,OAKLAND,CA,94601
34-2272-15,034 227201500,1910,1243,51ST AVE,,OAKLAND,94601,1243 51ST AVE OAKLAND 94601,1243 51TH AVE OAKLAND CA 94601,1243 51ST AVE,,OAKLAND,CA,94601
34-2272-25,034 227202500,1910,1218,50TH AVE,,OAKLAND,94601,1218 50TH AVE OAKLAND 94601,1218 50 TH AVE OAKLAND CA 94601,1218 50TH AVE,,OAKLAND,CA,94601
34-2272-7,034 227200700,1905,1331,51ST AVE,,OAKLAND,94601,1331 51ST AVE OAKLAND 94601,1331 51ST AVE OAKLAND CA 94601,1331 51ST AVE,,OAKLAND,CA,94601
34-2272-6,034 227200600,1914,1337,51ST AVE,,OAKLAND,94601,1337 51ST AVE OAKLAND 94601,848 ALICE AVE SAN LEANDRO CA 94577,1337 51ST AVE,,OAKLAND,CA,94601
34-2272-23-2,034 227202302,0,1200,50TH AVE,,OAKLAND,94601,1200 50TH AVE OAKLAND 94601,1200 50TH AVE OAKLAND CA 94601,1200 50TH AVE,,OAKLAND,CA,94601
34-2272-26,034 227202600,1910,1226,50TH AVE,,OAKLAND,94601,1226 50TH AVE OAKLAND 94601,338 LESTER AVE OAKLAND CA 94606,1226 50TH AVE,,OAKLAND,CA,94601
34-2272-14,034 227201400,1910,1245,51ST AVE,,OAKLAND,94601,1245 51ST AVE OAKLAND 94601,1245 51ST AVE OAKLAND CA 94601,1245 51ST AVE,,OAKLAND,CA,94601
34-2272-2-1,034 227200201,0,5001,INTERNATIONAL BLVD,,OAKLAND,94601,5001 INTERNATIONAL BLVD OAKLAND 94601,149 EL CAMINO CORTO WALNUT CREEK CA 94596,5001 INTERNATIONAL BL,,OAKLAND,CA,94601
34-2272-28,034 227202800,1912,1234,50TH AVE,,OAKLAND,94601,1234 50TH AVE OAKLAND 94601,2132 CARQUINEZ PL PITTSBURG CA 94565,1234 50TH AVE,,OAKLAND,CA,94601
34-2272-20,034 227202000,1908,1221,51ST AVE,,OAKLAND,94601,1221 51ST AVE OAKLAND 94601,1221 51ST AVE OAKLAND CA 94601,1221 51ST AVE,,OAKLAND,CA,94601
