,acct_no,dba,owner,sic_code,sic_desc,full_addr,st_no,st_name,even,zipcode,city,apn_sort,dist_parc_to_sales
2285,45001,QUINN DEBORAH A,"QUINN, DEBORAH A",6513001.0,Operators Of Apartment Buildings,"3545 GALINDO ST OAKLAND, CA 94601-3769",3545,GALINDO ST,False,94601,OAKLAND,032 211401000,8.83673063925451
2286,45011,FALLEY ROOSEVELT & LEE A TRS,"FALLEY, ROOSEVELT",6513001.0,Operators Of Apartment Buildings,"11017 NOVELDA DR OAKLAND, CA 94603-3631",11017,NOVELDA DR,False,94603,OAKLAND,045 537700700,0.0
2287,45020,MARY FORTE,"FORTE, MARY",6513001.0,Operators Of Apartment Buildings,"8307 OLIVE ST OAKLAND, CA 94621-2259",8307,OLIVE ST,False,94621,OAKLAND,043 456400100,5.73962552585176
2288,45070,JOHN A MORTENSEN,"MORTENSEN, JOHN A",6513001.0,Operators Of Apartment Buildings,"2028 CROSBY AVE OAKLAND, CA 94601-3605",2028,CROSBY AVE,True,94601,OAKLAND,032 211600200,3.01757224260768
2289,45072,JOHN A MORTENSEN,"MORTENSEN, JOHN A",6513001.0,Operators Of Apartment Buildings,"2034 CROSBY AVE OAKLAND, CA 94601-3605",2034,CROSBY AVE,True,94601,OAKLAND,032 211602700,2.03631159703179
2290,45074,JOHN A MORTENSEN,"MORTENSEN, JOHN A",6513001.0,Operators Of Apartment Buildings,"3527 GALINDO ST OAKLAND, CA 94601-3721",3527,GALINDO ST,False,94601,OAKLAND,032 211400600,0.0
2291,45076,JOHN A MORTENSEN,"MORTENSEN, JOHN A",6513001.0,Operators Of Apartment Buildings,"3531 GALINDO ST OAKLAND, CA 94601-3721",3531,GALINDO ST,False,94601,OAKLAND,032 211400700,0.0
2292,45078,JOHN A MORTENSEN,"MORTENSEN, JOHN A",6513001.0,Operators Of Apartment Buildings,"3536 HARPER ST OAKLAND, CA 94601-3609",3536,HARPER ST,True,94601,OAKLAND,032 211402200,10.083643196702301
2293,45088,HUFF MELVIN H,"Huff, Melvin H",6513001.0,Operators Of Apartment Buildings,"2232 COOLIDGE AVE OAKLAND, CA 94601-3157",2232,COOLIDGE AVE,True,94601,OAKLAND,027 083801000,0.209841210145296
2294,45097,J T MAKINI,"MAKINI, JAMILA T",6513001.0,Operators Of Apartment Buildings,"5134 FOOTHILL BLVD OAKLAND, CA 94601-5307",5134,FOOTHILL BLVD,True,94601,OAKLAND,035 238102300,0.0
2295,45113,BLACKSHEAR CARL R & JOYCE I,"Blackshear, Carl",6513001.0,Operators Of Apartment Buildings,"9909 WALNUT ST OAKLAND, CA 94603-2644",9909,WALNUT ST,False,94603,OAKLAND,046 543801600,7.5383282515572905
2296,45119,BLACKSHEAR JOYCE,"Blackshear, Carl",6513001.0,Operators Of Apartment Buildings,"2126 89TH AVE OAKLAND, CA 94621-1028",2126,89TH AVE,True,94621,OAKLAND,043 459801900,7.36270033886333
2297,45123,BLACKSHEAR CARL R & JOYCE I,"Blackshear, Carl",6513001.0,Operators Of Apartment Buildings,"2034 87TH AVE OAKLAND, CA 94621-1520",2034,87TH AVE,True,94621,OAKLAND,043 460001400,1.2942570099958302
2298,45125,DOUGLAS DAY,"Day, Douglas",6512001.0,Operators Of Nonresidential Buildings,"3658 FOOTHILL BLVD OAKLAND, CA 94601-3628",3658,FOOTHILL BLVD,True,94601,OAKLAND,032 208404801,3.6131237946920605
2299,45126,DAY DOUGLAS,"Day, Douglas",6512001.0,Operators Of Nonresidential Buildings,"4006 INTERNATIONAL BLVD OAKLAND, CA 94601-4014",4006,INTERNATIONAL BLVD,True,94601,OAKLAND,033 214405100,4.61615241885193
2300,45137,VENEGAS FRANCISCO & ROSA,"Venegas, Francisco",6513001.0,Operators Of Apartment Buildings,"9521 B ST OAKLAND, CA 94603-1441",9521,B ST,False,94603,OAKLAND,044 496101301,0.0
2301,45159,LOUIS & ANDREA CORRAL,"Corral, Louis",6513001.0,Operators Of Apartment Buildings,"1517 51ST AVE OAKLAND, CA 94601-5246",1517,51ST AVE,False,94601,OAKLAND,035 236202300,0.0
2302,45163,LENARD & CHRISTINE S KEITH,"Keith, Lenard",6513001.0,Operators Of Apartment Buildings,"2501 E 20TH ST OAKLAND, CA 94601-1701",2501,E 20TH ST,False,94601,OAKLAND,026 073700100,11.0517019784674
2303,45168,WINNER PROPERTY,"Ko, Ronald P",6512001.0,Operators Of Nonresidential Buildings,"1429 105TH AVE OAKLAND, CA 94603-3234",1429,105TH AVE,False,94603,OAKLAND,047 550901201,1.3029081764439299
2304,45169,WINNER PROPERTY,"Ko, Ronald P",6512001.0,Operators Of Nonresidential Buildings,"1449 105TH AVE OAKLAND, CA 94603-3234",1449,105TH AVE,False,94603,OAKLAND,047 550901201,0.657856825115859
2305,45172,J & R RATTO,"Ratto, J",6512001.0,Operators Of Nonresidential Buildings,"4444 INTERNATIONAL BLVD OAKLAND, CA 94601-4511",4444,INTERNATIONAL BLVD,True,94601,OAKLAND,035 235601500,5.97803745265563
2306,45177,HAROLD & BETTY MCGHEE,"Mcghee, Harold F",6513001.0,Operators Of Apartment Buildings,"117 GHORMLEY AVE OAKLAND, CA 94603-2027",117,GHORMLEY AVE,False,94603,OAKLAND,045 530801800,0.0
2307,45179,HAROLD & BETTY MCGHEE,"Mcghee, Harold F",6513001.0,Operators Of Apartment Buildings,"1850 79TH AVE OAKLAND, CA 94621-2602",1850,79TH AVE,True,94621,OAKLAND,040 335000400,10.4592683652054
2308,45202,DANG CONG P & CAM V TRS,"DANG, CONG PHON",6513001.0,Operators Of Apartment Buildings,"2457 35TH AVE OAKLAND, CA 94601-3206",2457,35TH AVE,False,94601,OAKLAND,027 088700700,1.87034866742217
2309,45229,HUYNH MINH N,"Huynh, Minh N",6513001.0,Operators Of Apartment Buildings,"2342 E 20TH ST OAKLAND, CA 94601-1109",2342,E 20TH ST,True,94601,OAKLAND,021 025101400,12.9239112076105
2310,45233,GEORGE (JR) & MILDRED CARTHAN,"Carthan, George (jr)",6513001.0,Operators Of Apartment Buildings,"1760 24TH AVE OAKLAND, CA 94601-1144",1760,24TH AVE,True,94601,OAKLAND,020 020405600,3.9179200435099304
2311,45239,JONES ISAAC W & MILLIE M ET AL,"Jones, Isaac W",6513001.0,Operators Of Apartment Buildings,"1247 84TH AVE OAKLAND, CA 94621-1875",1247,84TH AVE,False,94621,OAKLAND,042 425600900,0.0
2312,45253,ROBLES GRISELDA,"ROBLES, GRISELDA",6513001.0,Operators Of Apartment Buildings,"5478 PRINCETON ST OAKLAND, CA 94601-5815",5478,PRINCETON ST,True,94601,OAKLAND,035 239200700,1.9190348372425
2313,45278,TANNER SMITH NINA,"Tannersmith, Nina L",6512001.0,Operators Of Nonresidential Buildings,"4700 INTERNATIONAL BLVD OAKLAND, CA 94601-5210",4700,INTERNATIONAL BLVD,True,94601,OAKLAND,035 235902201,3.7960808089939904
2314,45279,TANNER SMITH NINA TR,"Tannersmith, Nina L",6513001.0,Operators Of Apartment Buildings,"5726 HARMON AVE OAKLAND, CA 94621-4336",5726,HARMON AVE,True,94621,OAKLAND,038 324001900,5.35996433274451
2315,45285,OLIVER A & BESSIE A BROWN,"Brown, Oliver A",6513001.0,Operators Of Apartment Buildings,"1938 SEMINARY AVE OAKLAND, CA 94621-4166",1938,SEMINARY AVE,True,94621,OAKLAND,038 323701501,0.0
2316,45287,OLIVER A & BESSIE A BROWN,"Brown, Oliver A",6513001.0,Operators Of Apartment Buildings,"5440 CRITTENDEN ST OAKLAND, CA 94601-5713",5440,CRITTENDEN ST,True,94601,OAKLAND,035 236700800,6.41785569063936
2317,45293,PETER T NGUYEN,"Nguyen, Peter T",6513001.0,Operators Of Apartment Buildings,"1721 33RD AVE OAKLAND, CA 94601-3068",1721,33RD AVE,False,94601,OAKLAND,033 211701900,0.0
2318,45357,CLARENCE & DOROTHY BROWN,"Brown, Clarence J",6513001.0,Operators Of Apartment Buildings,"2912 E 22ND ST OAKLAND, CA 94601-2514",2912,E 22ND ST,True,94601,OAKLAND,026 075001600,1.7982717390096101
2319,45417,WOOLFOLK LEONARD & GERALDINE TRS,"Woolfolk, Geraldine",6513001.0,Operators Of Apartment Buildings,"457 98TH AVE OAKLAND, CA 94603-2103",457,98TH AVE,False,94603,OAKLAND,045 530002200,0.0
2320,45419,GERALDINE WOOLFOLK,"Woolfolk, Leonard",6513001.0,Operators Of Apartment Buildings,"485 HALE AVE OAKLAND, CA 94603-2960",485,HALE AVE,False,94603,OAKLAND,045 536600800,0.0
2321,45441,GARCIA JORGE TR,"Garcia, Jorge",6513001.0,Operators Of Apartment Buildings,"1435 SEMINARY AVE OAKLAND, CA 94621-4276",1435,SEMINARY AVE,False,94621,OAKLAND,038 323401100,0.0
2322,45449,GARCIA JORGE TR,"Garcia, Jorge",6513001.0,Operators Of Apartment Buildings,"2066 HIGH ST OAKLAND, CA 94601-4665",2066,HIGH ST,True,94601,OAKLAND,032 204701101,4.37428768185261
2323,45535,MICHAEL W MARR TR,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"890 69TH AVE OAKLAND, CA 94621-3302",890,69TH AVE,True,94621,OAKLAND,041 416601800,4.2646378594264105
2324,45537,MARR MICHAEL W TR,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"1332 87TH AVE OAKLAND, CA 94621-1618",1332,87TH AVE,True,94621,OAKLAND,042 426802900,3.03555298366916
2325,45539,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"1341 53RD AVE OAKLAND, CA 94601-5728",1341,53RD AVE,False,94601,OAKLAND,034 227401101,0.0
2326,45541,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"1239 61ST AVE OAKLAND, CA 94621-3915",1239,61ST AVE,False,94621,OAKLAND,041 388704600,0.0
2327,45545,MARR MICHAEL W TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"2300 HIGH ST OAKLAND, CA 94601-4347",2300,HIGH ST,True,94601,OAKLAND,032 204601300,12.386155315539
2328,45559,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"2025 80TH AVE OAKLAND, CA 94621-2301",2025,80TH AVE,False,94621,OAKLAND,040 337801500,0.0
2329,45563,MARR MICHAEL W TR,"MARR, MICHAEL W",6512001.0,Operators Of Nonresidential Buildings,"1315 77TH AVE OAKLAND, CA 94621-2720",1315,77TH AVE,False,94621,OAKLAND,041 419103100,0.0
2330,45567,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"2131 101ST AVE OAKLAND, CA 94603-3355",2131,101ST AVE,False,94603,OAKLAND,047 549400601,0.0
2331,45570,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"1337 53RD AVE OAKLAND, CA 94601-5728",1337,53RD AVE,False,94601,OAKLAND,034 227401101,0.0
2332,45576,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6512001.0,Operators Of Nonresidential Buildings,"5420 FOOTHILL BLVD OAKLAND, CA 94601-5516",5420,FOOTHILL BLVD,True,94601,OAKLAND,035 237601300,0.0
2333,45580,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6512001.0,Operators Of Nonresidential Buildings,"7828 INTERNATIONAL BLVD OAKLAND, CA 94621-2614",7828,INTERNATIONAL BLVD,True,94621,OAKLAND,040 336301900,4.36306771878619
2334,45582,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"1340 94TH AVE OAKLAND, CA 94603-1418",1340,94TH AVE,True,94603,OAKLAND,044 496702000,4.49684393367824
2335,45585,MARR MICHAEL W TR,"MARR, MICHAEL W",6512001.0,Operators Of Nonresidential Buildings,"1864 28TH AVE OAKLAND, CA 94601-2454",1864,28TH AVE,True,94601,OAKLAND,025 073301200,9.79931852744107
2336,45587,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"1856 28TH AVE OAKLAND, CA 94601-2454",1856,28TH AVE,True,94601,OAKLAND,025 073301301,10.724524119456099
2337,45589,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"4065 LYON AVE OAKLAND, CA 94601-3856",4065,LYON AVE,False,94601,OAKLAND,032 207400402,0.0
2338,45593,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"1616 96TH AVE OAKLAND, CA 94603-1518",1616,96TH AVE,True,94603,OAKLAND,046 543600100,4.10134540626637
2339,45595,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"9316 BANCROFT AVE OAKLAND, CA 94603-1842",9316,BANCROFT AVE,True,94603,OAKLAND,046 547302302,9.89863055055635
2340,45599,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"1835 28TH AVE OAKLAND, CA 94601-2451",1835,28TH AVE,False,94601,OAKLAND,025 073301401,0.0
2341,45601,MICHAEL W & CATRINA L MARR TRUST,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"1235 94TH AVE OAKLAND, CA 94603-1451",1235,94TH AVE,False,94603,OAKLAND,044 496301006,0.0
2342,45630,MILLER ALICE B TR ET AL,"MILLER, ALICE B",6512001.0,Operators Of Nonresidential Buildings,"3464 FOOTHILL BLVD OAKLAND, CA 94601-3130",3464,FOOTHILL BLVD,True,94601,OAKLAND,027 088301100,13.966875061249
2343,45643,PADILLA MARGARITO & MARIA E TRS,"Padilla, Margarito",6513001.0,Operators Of Apartment Buildings,"3822 AQUA VISTA ST OAKLAND, CA 94601-4314",3822,AGUA VISTA ST,True,94601,OAKLAND,032 210500100,5.62815115380579
2344,45682,ROYAL VALERIA R & HENRY SR TR,"Royal, Henry (sr)",6513001.0,Operators Of Apartment Buildings,"9431 BIRCH ST OAKLAND, CA 94603-1625",9431,BIRCH ST,False,94603,OAKLAND,046 544700700,2.1037045678386
2345,45684,PABLO & ARMINDA CORNEJO,"CORNEJO, PABLO",6513001.0,Operators Of Apartment Buildings,"1725 89TH AVE OAKLAND, CA 94621-1049",1725,89TH AVE,False,94621,OAKLAND,043 458901400,0.0
2346,45691,SOTO JANET Y TR,"Soto, Janet Y",6513001.0,Operators Of Apartment Buildings,"5524 HOLWAY ST OAKLAND, CA 94621-4342",5524,HOLWAY ST,True,94621,OAKLAND,038 322600100,4.16996932909524
2347,45722,SANCHEZ ANTONIO JR & HEREDIA MARIA L,"Sanchez, Antonio",6512001.0,Operators Of Nonresidential Buildings,"9720 EDES AVE OAKLAND, CA 94603-2208",9720,EDES AVE,True,94603,OAKLAND,044 500700701,5.9788008091522595
2348,45725,CHUI FRED & LIM SU M,"Chui, Fred",6513001.0,Operators Of Apartment Buildings,"2217 35TH AVE OAKLAND, CA 94601-3202",2217,35TH AVE,False,94601,OAKLAND,032 211201100,10.8139323742915
2349,45789,MARR MICHAEL W TR & TRAGNI VITO A,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"1119 61ST AVE OAKLAND, CA 94621-3913",1119,61ST AVE,False,94621,OAKLAND,041 389304800,0.0
2350,45793,MARR MICHAEL W TR & TRAGNI VITO A,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"2250 96TH AVE OAKLAND, CA 94603-1932",2250,96TH AVE,True,94603,OAKLAND,046 547501705,4.33441341510274
2351,45795,TRAGNI VITO A & MARR MICHAEL W,"MARR, MICHAEL W",6513001.0,Operators Of Apartment Buildings,"2316 96TH AVE OAKLAND, CA 94603-1983",2316,96TH AVE,True,94603,OAKLAND,046 547502000,3.208797516962
2352,45803,CHRISTOPHER Y & CANDICE P SZETO,"Szeto, Christopher Y",6513001.0,Operators Of Apartment Buildings,"2782 FRUITVALE AVE OAKLAND, CA 94601-2028",2782,FRUITVALE AVE,True,94601,OAKLAND,027 085101401,3.1562326599817596
2353,45810,BUXTON BYCHA & IDA R,"Buxton, Bycha",6513001.0,Operators Of Apartment Buildings,"1428 78TH AVE OAKLAND, CA 94621-2663",1428,78TH AVE,True,94621,OAKLAND,040 335504500,8.50584775801528
2354,45812,CARTER MICHAEL A & REBECCA A,"Carter, Michael A",6513001.0,Operators Of Apartment Buildings,"1051 82ND AVE OAKLAND, CA 94621-2436",1051,82ND AVE,False,94621,OAKLAND,042 425101700,3.9129157010759403
2355,45825,MCCLENDON JAMES & HAZEL J TRS,"Mcclendon, James",6513001.0,Operators Of Apartment Buildings,"5721 E 17TH ST A OAKLAND, CA 94621-4236",5721,E 17TH ST,False,94621,OAKLAND,038 323600600,0.0
2356,45828,JACKSON-STORY CHESTERLEAN,"JACKSON-STORY, CHESTERLEAN",6513001.0,Operators Of Apartment Buildings,"9911 HESKET RD OAKLAND, CA 94603-2011",9911,HESKET RD,False,94603,OAKLAND,045 532201500,0.0
2357,45830,CHESTERLEAN JACKSON-STORY,"STORY, HOWARD",6513001.0,Operators Of Apartment Buildings,"9931 HESKET RD OAKLAND, CA 94603-2011",9931,HESKET RD,False,94603,OAKLAND,045 532201700,0.0
2358,45832,CHESTERLEAN JACKSON-STORY,"STORY, HOWARD",6513001.0,Operators Of Apartment Buildings,"9925 HESKET RD OAKLAND, CA 94603-2011",9925,HESKET RD,False,94603,OAKLAND,045 532201700,0.0
2359,45834,TRAN REAL ESTATE GROUP LLC,TRAN REAL ESTATE GROUP LLC,6513001.0,Operators Of Apartment Buildings,"2133 34TH AVE OAKLAND, CA 94601-3169",2133,34TH AVE,False,94601,OAKLAND,027 088100200,0.0
2360,45836,TRAN REAL ESTATE GROUP LLC,"GROUP, TRAN REAL ESTATE",6512001.0,Operators Of Nonresidential Buildings,"8670 INTERNATIONAL BLVD OAKLAND, CA 94621-1503",8670,INTERNATIONAL BLVD,True,94621,OAKLAND,043 458101301,18.8434129551623
2361,45854,XIAO L ZHOU,"ZHOU, XIAO LING",6513001.0,Operators Of Apartment Buildings,"1930 25TH AVE OAKLAND, CA 94601-1124",1930,25TH AVE,True,94601,OAKLAND,026 073701100,10.419914532063698
2362,45864,WALKER CALVIN SR & HELEN J,"Walker, Calvin (sr)",6513001.0,Operators Of Apartment Buildings,"2006 38TH AVE OAKLAND, CA 94601-3753",2006,38TH AVE,True,94601,OAKLAND,032 209203100,5.00186428179088
2363,45868,SMITH RUTH L,"Smith, Ruth L",6513001.0,Operators Of Apartment Buildings,"2100 99TH AVE OAKLAND, CA 94603-2738",2100,99TH AVE,True,94603,OAKLAND,046 546600100,13.9099204902085
2364,45870,RAFAEL F REYES,"Reyes, Rafael F",6513001.0,Operators Of Apartment Buildings,"4702 CONGRESS AVE OAKLAND, CA 94601-4706",4702,CONGRESS AVE,True,94601,OAKLAND,036 241500600,11.2671610060305
2365,45872,RAFAEL F REYES,"Reyes, Rafael F",6513001.0,Operators Of Apartment Buildings,"4077 AQUA VISTA ST OAKLAND, CA 94601-4344",4077,AGUA VISTA ST,False,94601,OAKLAND,032 207500600,0.39711901571543
2366,45948,LUU CHI N & LE PHUONG T,"LUU, CHI N",6513001.0,Operators Of Apartment Buildings,"4524 YGNACIO AVE OAKLAND, CA 94601-4663",4524,YGNACIO AVE,True,94601,OAKLAND,035 240801200,3.3593561726349597
2367,45950,CHI NGOC LUU & PHUONG T LE,"LUU, CHI N",6513001.0,Operators Of Apartment Buildings,"5928 E 17TH ST OAKLAND, CA 94621-4104",5928,E 17TH ST,True,94621,OAKLAND,038 321500100,1.86869155286542
2368,45952,VILLA JOSEPH B,"VILLA, JOSEPH J",6512001.0,Operators Of Nonresidential Buildings,"5499 BANCROFT AVE OAKLAND, CA 94601-5831",5499,BANCROFT AVE,False,94601,OAKLAND,035 239000800,20.067756857293897
2369,45956,HARMAN MANAGEMENT CORPORATION,"Ahlstrom, Bruce",6512001.0,Operators Of Nonresidential Buildings,"3400 FOOTHILL BLVD OAKLAND, CA 94601-3130",3400,FOOTHILL BLVD,True,94601,OAKLAND,027 088100901,11.852584323903699
2370,45957,SMITH FREDERICK E,"Smith, Frederick E",6513001.0,Operators Of Apartment Buildings,"2231 92ND AVE OAKLAND, CA 94603-1810",2231,92ND AVE,False,94603,OAKLAND,046 547201302,3.39738566256465
2371,45964,JWP REALTY & INVESTMENTS LLC,"Wilkerson, Wayne",6513001.0,Operators Of Apartment Buildings,"3926 LYON AVE OAKLAND, CA 94601-3832",3926,LYON AVE,True,94601,OAKLAND,032 206902200,5.22263955730943
2372,45973,WJW REALTY & INVESTMENTS LLC,"Wilkerson, Wayne",6513001.0,Operators Of Apartment Buildings,"9225 BANCROFT AVE OAKLAND, CA 94603-1847",9225,BANCROFT AVE,False,94603,OAKLAND,046 547000401,0.911671278260651
2373,46003,H JOHN KOBAYASHI,"KOBAYASHI, H JOHN",6513001.0,Operators Of Apartment Buildings,"3052 LOGAN ST OAKLAND, CA 94601-1962",3052,LOGAN ST,True,94601,OAKLAND,026 076802100,8.33749330187069
2374,46017,TRAN LOC C & CHAU PHUONG T TR,"Tran, Loc",6513001.0,Operators Of Apartment Buildings,"4104 AQUA VISTA ST OAKLAND, CA 94601-4346",4104,AGUA VISTA ST,True,94601,OAKLAND,032 207500900,0.0
2375,46019,TRAN LOC C & CHAU PHUONG T TR,"Tran, Loc",6513001.0,Operators Of Apartment Buildings,"1079 72ND AVE OAKLAND, CA 94621-3240",1079,72ND AVE,False,94621,OAKLAND,041 414600401,1.07104115600817
2376,46021,CHEMANOOR U & BERNADETTE ZACHARIAH,"Zachariah, Chemanoor U",6513001.0,Operators Of Apartment Buildings,"1145 SEMINARY AVE OAKLAND, CA 94621-3947",1145,SEMINARY AVE,False,94621,OAKLAND,041 389201500,5.896338360325889
2377,46023,CHEMANOOR U & BERNADETTE ZACHARIAH,"Zachariah, Chemanoor U",6513001.0,Operators Of Apartment Buildings,"1610 65TH AVE OAKLAND, CA 94621-3808",1610,65TH AVE,True,94621,OAKLAND,039 324504500,6.42506754072011
2378,46040,TAY TAY TRUONG,"Truong, Tay Tay",6513001.0,Operators Of Apartment Buildings,"1903 IRVING AVE OAKLAND, CA 94601-1131",1903,IRVING AVE,False,94601,OAKLAND,020 020404900,11.5011847123422
2379,46044,ROBINSON MARCUS SR & MONA L,"Robinson Sr, Marcus",6513001.0,Operators Of Apartment Buildings,"1601 AUSEON AVE OAKLAND, CA 94621-1527",1601,AUSEON AVE,False,94621,OAKLAND,043 458401500,11.591339002465801
2380,46046,ARIAS MANUEL V & LYDIA M TR,"ARIAS, MANUEL V",6513001.0,Operators Of Apartment Buildings,"1830 39TH AVE OAKLAND, CA 94601-4128",1830,39TH AVE,True,94601,OAKLAND,033 214102200,8.82205189248007
2381,46053,DOROTHY M SHANKS,"Shanks, Dorothy M",6513001.0,Operators Of Apartment Buildings,"962 69TH AVE OAKLAND, CA 94621-3304",962,69TH AVE,True,94621,OAKLAND,041 406201300,10.279927647370501
2382,46056,FAVROTH ANDREW & FELICIAI TR,"FAVROTH, ANDREW",6513001.0,Operators Of Apartment Buildings,"9303 CHERRY ST OAKLAND, CA 94603-1631",9303,CHERRY ST,False,94603,OAKLAND,046 544301200,1.5915791766997298
2383,46058,FAVROTH ANDREW & FELICIAI TR,"FAVROTH, ANDREW",6513001.0,Operators Of Apartment Buildings,"1354 91ST AVE OAKLAND, CA 94603-1316",1354,91ST AVE,True,94603,OAKLAND,044 495202500,8.5251105630347
2384,46060,FAVROTH ANDREW & FELICIAI TR,"FAVROTH, ANDREW",6513001.0,Operators Of Apartment Buildings,"1135 77TH AVE OAKLAND, CA 94621-2501",1135,77TH AVE,False,94621,OAKLAND,041 421000900,7.30526014959628
2385,46062,FAVROTH ANDREW & FELICIAI TR,"FAVROTH, ANDREW",6513001.0,Operators Of Apartment Buildings,"1433 92ND AVE OAKLAND, CA 94603-1405",1433,92ND AVE,False,94603,OAKLAND,046 542100700,0.283177973745713
2386,46064,JEFFERY HANCOCK,"HANCOCK, JEFFERY",6513001.0,Operators Of Apartment Buildings,"2524 MONTICELLO AVE OAKLAND, CA 94601-5504",2524,MONTICELLO AVE,True,94601,OAKLAND,036 243101400,0.811332287918892
2387,46068,ESCOBAR FRANCISCO & FRANCISCA,"Escobar, Francisco",6513001.0,Operators Of Apartment Buildings,"1755 28TH AVE OAKLAND, CA 94601-2453",1755,28TH AVE,False,94601,OAKLAND,025 073100600,0.0
2388,46076,GOMEZ JOSE B & MARIA V,"Gomez, Jose B",6513001.0,Operators Of Apartment Buildings,"1623 90TH AVE OAKLAND, CA 94603-1505",1623,90TH AVE,False,94603,OAKLAND,043 458701200,15.0151765737328
2389,46082,GOMEZ JOSE B,"Gomez, Jose B",6513001.0,Operators Of Apartment Buildings,"1922 85TH AVE OAKLAND, CA 94621-1721",1922,85TH AVE,True,94621,OAKLAND,043 456201900,1.5485320584199598
2390,46111,ELIJAH APTS,"Stuteville, Douglas W",6513001.0,Operators Of Apartment Buildings,"2037 38TH AVE OAKLAND, CA 94601-3754",2037,38TH AVE,False,94601,OAKLAND,032 209100600,7.35033548809044
2391,46113,ELIJAH APTS,"Stuteville, Douglas W",6513001.0,Operators Of Apartment Buildings,"1600 39TH AVE OAKLAND, CA 94601-4169",1600,39TH AVE,True,94601,OAKLAND,033 213800300,6.3151219455420495
2392,46130,PHUA HOI L & LEE LINLI TRS,"PHUA, LIANG",6512001.0,Operators Of Nonresidential Buildings,"3114 E 27TH ST OAKLAND, CA 94601-2702",3114,E 27TH ST,True,94601,OAKLAND,027 084801300,0.254047290296588
